token_id,image_filename,metadata_filename,series,rarity,base_template,material_pattern,damage,prop_1,prop_2,stamp,handwritten,overlay,legendary_accent,combination_fingerprint,image_sha256,metadata_sha256,approval_status,notes
22,NRA_0022.png,NRA_0022.json,Midnight Diner,Common,B08_VAR_03,,DMG_DUST_SPECKS_02,,,STAMP_CLOSED,NOTE_LAST_ORDER,OVERLAY_FILM_GRAIN_02,,5fc29e72256297fa3031a1cff33b76eb3b3bffc9c8bca94ea68fb3608b7026ab,b70bc30d1a8d67d16dc21dde32b46e7ff3af3ec525c0dcf0c97ec16a13830a5e,2ad89734c7d62349adc8e926741e0537ec5526747139f43b79a7a2b6264bc638,approved,Manually approved 333 production stress batch.
23,NRA_0023.png,NRA_0023.json,Night Owl Video,Common,B02_VAR_04,,DMG_SCAN_NOISE_01,,,STAMP_CHECKED_OUT,NOTE_RETURNED_EMPTY,OVERLAY_FILM_GRAIN_01,,35d2ad1e3fc5a5f01fbc133f02dbb193ee076206d0acc9180dbc5d3d1fa8f092,2df1f547bc3c04cde5186428655c75c8368637371ac312b1250ceeed2463bb56,000f44b047e5966dac7bd67394af41b56a787991fbe9b178eeeffce9904077a1,approved,Manually approved 333 production stress batch.
24,NRA_0024.png,NRA_0024.json,Sunset Mart,Common,B02_VAR_12,,DMG_FOLD_01,,,STAMP_FINAL_SALE,NOTE_AISLE_3,OVERLAY_FILM_GRAIN_01,,cc0edc934d03bf6ede6c3497156546f34e704518cafca5a7afba05facb84fbad,b4774a27e4cfcf567b80c996e43a3333b3f7a47f78982433ed91d85e56f078a4,66d0a5bfc85ed5af45cc4f581a695a6d587dbdc570d7b315d7deb9cd5d62ea17,approved,Manually approved 333 production stress batch.
25,NRA_0025.png,NRA_0025.json,Night Owl Video,Common,B02_VAR_03,,DMG_EDGE_WEAR_02,,,STAMP_NO_REFUNDS,NOTE_TAPE_12,OVERLAY_SCAN_NOISE_02,,7e70658b534004e2229ba21a3356cecefa86238306ab53dca6c881a540a9df25,2de8eb00bdb7258430cbe6fefbccb9ae280679178b8afcf0aca3c257a320eb0e,a7785cc47b798fd6077e95d78c3468ef4216b40fb05ccd837f46b5fc244a6163,approved,Manually approved 333 production stress batch.
26,NRA_0026.png,NRA_0026.json,Sunset Mart,Common,B07_VAR_03,,DMG_COFFEE_RING_01,,,STAMP_CLOSED,NOTE_AISLE_3,OVERLAY_DUST_01,,797a5288e263ead677a0d8db1929238939b5405b8101e18c11a38ea7fdac5bf3,ede336fd7e3abdcde9d0e2950b856354774d9f77d4647e9fe5ff2a973b294daa,fb1e70651c7eebc0d8da01354eafdd974bdb6574b4460988442eabea8cebcf95,approved,Manually approved 333 production stress batch.
27,NRA_0027.png,NRA_0027.json,Lucky 8 Gas & Motel,Common,B06_VAR_02,,DMG_EDGE_WEAR_02,,,STAMP_NO_VACANCY,NOTE_1138PM,OVERLAY_SOFT_VIGNETTE_01,,95a7af28a45e4d893e0039c8079da7704fd54dfaf961ece753ebca17b5e16daf,2abcf61378db891510f70d85a1b1c74ad93061ed1af9578e2bd6d3b4e272457c,8b353d90251bc720ba207f19e80863bfcb82214264cfc35c4ba34fc010bcf734,approved,Manually approved 333 production stress batch.
28,NRA_0028.png,NRA_0028.json,Side B Records,Common,B01_VAR_05,,DMG_FOLD_03,,,STAMP_STORE_CREDIT,NOTE_LAST_COPY,OVERLAY_SCAN_NOISE_02,,72060a7cc33ded89935f1614c49b575d41a0a96b9cb88a45644ce4328a8d5f2d,6218fbfde1272d2fe116ef5d459b454b9c2a0db7a97674d188a25a207bfe4279,13f0d85678ef67c0e0e7e42ec5015c22cdb2afa908d5cebb72e8cc21895724ef,approved,Manually approved 333 production stress batch.
29,NRA_0029.png,NRA_0029.json,Lucky 8 Gas & Motel,Common,B05_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_PAID_CASH,NOTE_ROOM_8,OVERLAY_SCAN_NOISE_01,,038b92ed6d881ae4695247917f883eca01487ce3abab7d040fbbdf0da7ac5bb8,33eee1b791c0d7e74fefcb33f748ef67fe313a096b818960e8cbe19e8d8be07a,c5f02b9f7e7bd778cad3d10b881dbd4f75e6286c7e101ee449659b732652cde4,approved,Manually approved 333 production stress batch.
30,NRA_0030.png,NRA_0030.json,Sunset Mart,Common,B01_VAR_02,,DMG_COFFEE_RING_03,,,STAMP_CLOSED,NOTE_LAST_SHIFT,OVERLAY_SCAN_NOISE_02,,cab32c728dc100a99e830e7c5d5b0e30bc243b460ee7de8c4fa57aaad3ca6952,9f21bcf8072a1ae653c27a8fcf62adf8cea27db6ac3de33605d94413c318ed45,6019bd5965b592d84acb106afafd3d3af0fe35b839cf1bf51c76a171cc59cc09,approved,Manually approved 333 production stress batch.
31,NRA_0031.png,NRA_0031.json,Side B Records,Common,B06_VAR_10,,DMG_DUST_SPECKS_02,,,STAMP_LAST_COPY,NOTE_TRACK_07,OVERLAY_SCAN_NOISE_02,,8e2bf665b6d1f01674eb340708599785d5dad7b51b8e1a2202c2df59a87716a8,67d7de18a3b616745bb21eec90f137abbd04fa5f1f00abcdfb59c84e60cffcf6,fb06c8f2704483fc96b64e91da62b5c2443da6ba81494085656a030915d79db5,approved,Manually approved 333 production stress batch.
32,NRA_0032.png,NRA_0032.json,Token Pawn,Common,B03_VAR_04,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,af8c5eeba40a773b28457946b117615d4c47d12dac48e447293c52169e42b76a,d1e1c494e9b4fe8e48992a4ed4499790ad51851f025c9e58e02803ab87a83884,ec795fd8573fb13dd1fe5808a91bba86a93df0111b6203fd756cefb9539fb71b,approved,Manually approved 333 production stress batch.
33,NRA_0033.png,NRA_0033.json,Token Pawn,Common,B06_VAR_08,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_HOLD_TAG,OVERLAY_DUST_01,,0ae4b397f9c2999bef1e7ca883140ebea85d3ccf6d5989227d4f8c4ff69fdd6f,d10df38353256908927f6861e572f06830b1bd7d4f75878a04679fa983a9e8f3,178e5bde7c9ec02aeda341221ab7dd3f662fcf2f22577bcba38678488e09e166,approved,Manually approved 333 production stress batch.
34,NRA_0034.png,NRA_0034.json,Sunset Mart,Common,B01_VAR_04,,DMG_WATER_STAIN_01,,,STAMP_FINAL_SALE,NOTE_AISLE_3,OVERLAY_FILM_GRAIN_01,,4e01cbfa252d88a88dddc6485b75cd81fe35589b2179f598e15d2ea8d0436c18,449ae32efc5055333ef8ae1a15b0d5e5a22fa114bf8bb9a5d4ceb34968864713,7df4b183f9a38e96ffbcbbcad35303e5ab1ccc7e6068febabc18fa63854a6f25,approved,Manually approved 333 production stress batch.
35,NRA_0035.png,NRA_0035.json,Lucky 8 Gas & Motel,Common,B06_VAR_02,,DMG_CORNER_CURL_01,,,STAMP_ROOM_PAID,NOTE_NO_VACANCY,OVERLAY_SCAN_NOISE_02,,86988f28903efbcd512231a5f3e3eaf7409fe5d2c1cd1a6697d68087fc6dd420,5aa52914b5250b4f9ebb09969c4001e7586ef555b019683b45d98a322c91cf25,0f162f22ce5a1511a7e6c41e59a8ca7d33986b6674adc1de965f1ca1c0edeb80,approved,Manually approved 333 production stress batch.
36,NRA_0036.png,NRA_0036.json,Midnight Diner,Common,B03_VAR_03,,DMG_DUST_SPECKS_02,,,STAMP_LAST_ORDER,NOTE_LAST_ORDER,OVERLAY_FADED_INK_01,,acd874529e64bce4775abbd9bf7b48a12421a9a3b1699ce92cfd5010b5b90d40,63109b221edf05f8a9a1601dbbfca4c6d40b7f269c08027306d188d1268870e5,dd04100af7c600cf12641c5dbb192db7cd1616ce1eb96d07fc93d747ceef5f2d,approved,Manually approved 333 production stress batch.
37,NRA_0037.png,NRA_0037.json,Side B Records,Common,B01_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_STORE_CREDIT,NOTE_LAST_COPY,OVERLAY_SCAN_NOISE_02,,1f6daeb1b0e13ad0087b30711a940787aecbf9f390fb5f42a87c5b463318b4aa,fc2a5e1759f207f13f2fc5c4b3fc8954c03126237addc27085de0ce65762707c,96d1d80a0b408e560e6a7b24c01d4597b61feb78c04d9ba7674a18be5c0b2c1c,approved,Manually approved 333 production stress batch.
38,NRA_0038.png,NRA_0038.json,Night Owl Video,Common,B02_VAR_10,,DMG_EDGE_WEAR_02,,,STAMP_OVERDUE,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_02,,b8fd457e92be1d7e29018f75a4d2b3ef3e98a147ebb6418679f3985c2c4fdc26,a36294ab219788829f3412fea4fb398a85b2f0589033bbb8ade9667589e417e6,6e11694b20ddaa20356be479d43b7f6fad8d61b17e12d10f3271f4ba17b60397,approved,Manually approved 333 production stress batch.
39,NRA_0039.png,NRA_0039.json,Midnight Diner,Common,B08_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_CLOSED,NOTE_BOOTH_4,OVERLAY_FADED_INK_01,,dab3f15e30db7948ac4f406df16cae532ecb6e0dae6958e62509b7f24ceb60e6,061188f3256000d7b966582963d9372d89dacf3d685b88073d7a156fe13e9dee,cc3cb296ae3489d46481aa07d2533a27d35351ea9590ab1f29908ed3a6e15f72,approved,Manually approved 333 production stress batch.
40,NRA_0040.png,NRA_0040.json,Lucky 8 Gas & Motel,Common,B02_VAR_05,,DMG_EDGE_WEAR_02,,,STAMP_CLOSED,NOTE_1138PM,OVERLAY_DUST_01,,23a2d2fe4836ab5f22c5cd80ebcc83c8d44f509ecf4a7792c5ff4c2fd4cf7a56,2e096592ef18a6490474f41d28a4306a1f8857c9c1399e7bdb464b6d34133eb7,25d8c410462c51b977989a81e116c7d429353c7aceed2681f1046c836a6c8319,approved,Manually approved 333 production stress batch.
41,NRA_0041.png,NRA_0041.json,Token Pawn,Common,B06_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,ffa9aff180ac80400d3a7842939cb1a790ef32eb67f75977861da47237633ce1,cdf89fc53ab8c8b83f0b376865cedd495cf9bc0393dc24d710cdc1921c6503c7,b3cbdc4a5749ce93606e4cde155bfc2b6a56b92902c016a2227fc132ae318c05,approved,Manually approved 333 production stress batch.
42,NRA_0042.png,NRA_0042.json,Night Owl Video,Common,B02_VAR_10,,DMG_SCAN_NOISE_01,,,STAMP_DO_NOT_OPEN,NOTE_LATE_FEE,OVERLAY_FILM_GRAIN_01,,02291ab88daaac300afc2788f8bb7bbe4165def32ee800af3412932070fab266,142aaa82c825dd2e7fd0f4b1ddd143abdabac8c329f4c5d1cd3e1f02b9aec787,d9e3d40d6e62fc9af829f9964842680301788136541934ae460eeb5e42015289,approved,Manually approved 333 production stress batch.
43,NRA_0043.png,NRA_0043.json,Night Owl Video,Common,B08_VAR_02,,DMG_DUST_SPECKS_01,,,STAMP_OVERDUE,NOTE_TAPE_12,OVERLAY_FADED_INK_01,,4c92663d322b95f37b6b365fc749930fc294594b997eed97083b22b66b1eaf8c,af4187d55d8fb4f13ccc2cbc8df39a36c77c7dad213e76264f0a18452bfedc94,dd7501ffe0e80555d5b25a11ddd227bad6f690b7edd344a5e72b25e2c28cdee9,approved,Manually approved 333 production stress batch.
44,NRA_0044.png,NRA_0044.json,Token Pawn,Common,B03_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,80b22beb0dd3c4a7b0cad941c009efbc22b373c9863417731601e0cbf7bc3d70,4c0d10eadc2b3c818f1643b8d5776a9cc9cf147304a737b4c46f65032eb46ee3,587cc160d85e4b13862940b678698045c3995a5c6b24ed9da0e6d5f6e6f36698,approved,Manually approved 333 production stress batch.
45,NRA_0045.png,NRA_0045.json,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_HOLD_TAG,OVERLAY_ARCHIVE_YELLOWING_01,,c8e1f19ef90ea1fe7fe09bb2a2579eb5835652a44b25c07df6646accf8284850,6014572775b211e769849f661dcef108f6e33d96dda4749c6a12b067c75fae06,958ee8ec8b4ca19f97c9be67ffe278a3de35e91fbfee990f4df62800c38a440c,approved,Manually approved 333 production stress batch.
46,NRA_0046.png,NRA_0046.json,Side B Records,Common,B06_VAR_10,,DMG_DUST_SPECKS_02,,,STAMP_LAST_COPY,NOTE_LAST_COPY,OVERLAY_FADED_INK_01,,9044da0f0c2dc68d2f7e768e19ba2488f67a669fccd63df8f41d8c3be41fc9fc,ee91ea2fbe47adc219be8976351def4d0122726e5cf281c3bc06f5bc2a534406,acb23de94b0c6ce8dfeed12254c2cf6b64e07967219a54113dd34ec75c1b88fb,approved,Manually approved 333 production stress batch.
47,NRA_0047.png,NRA_0047.json,Side B Records,Common,B06_VAR_07,,DMG_EDGE_WEAR_02,,,STAMP_FINAL_SALE,NOTE_A_SIDE_GONE,OVERLAY_FADED_INK_01,,417d44abbdc76da85a392878d8860f3b44abd64a1666bc59d629d7eed4908a00,9b7c970e0c4ba475faa79a5d0af39453919ce222848beade4bf98ea9294c8bbd,cdd2ea0bfea795d8340db2eef82fc5cfc867f6810bc7e9a1968bdb6ccc857426,approved,Manually approved 333 production stress batch.
48,NRA_0048.png,NRA_0048.json,Token Pawn,Common,B02_VAR_06,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,8763e5f2bebc97302f2d39ec48170a69ab212ecb76362f5878d8009df331e8eb,9a4aa969aea07af7fc585bfdcdef5176111a27eda183d0501529d09350c08544,17b07cee96d83dbaf779bd5fdd984bcf19fa93b71f458eb55620c5f2909493b9,approved,Manually approved 333 production stress batch.
49,NRA_0049.png,NRA_0049.json,Lucky 8 Gas & Motel,Common,B07_VAR_05,,DMG_FOLD_02,,,STAMP_ROOM_PAID,NOTE_ROOM_8,OVERLAY_DUST_01,,aeee7db878883f01d46c838bd0823c9e8b43d4ed7e16f2a03cf701c7ab5f7be5,45d98175c0e53dd2663eb46eac90cf051d89aa1e5d738bc5f66d016a723c0598,d0f7068ba40868a1241604a9c975e53de2b7d2010259ace07ca045a051666bf9,approved,Manually approved 333 production stress batch.
50,NRA_0050.png,NRA_0050.json,Midnight Diner,Common,B06_VAR_06,,DMG_CORNER_CURL_01,,,STAMP_CLOSED,NOTE_LAST_ORDER,OVERLAY_FADED_INK_01,,9e94d4935d24b7961a5755067f12e6bd9e07ab038e223719115dafbb3fdcc02e,3df7776ea95216373c375221c3313b41e91d6f40def10ef7c35e157d5f362757,890fbd0b45e98806f2a6e65eefdf427bd4f274aeb01d9856e47ecd4a1a412572,approved,Manually approved 333 production stress batch.
51,NRA_0051.png,NRA_0051.json,Night Owl Video,Common,B05_VAR_03,,DMG_FOLD_03,,,STAMP_NO_REFUNDS,NOTE_LATE_FEE,OVERLAY_FILM_GRAIN_01,,c6ab04eb213a3d0803e5eec0444f21fb1bf5759767c5f0e029b8775fcd0e0b41,143b5a852049928deecdf08724d5fe1dace2225c6a70e8675c327b2f9c317882,4df4274dece1ca25e51a30f5df329a6f32d506403f06b2632ebee03194a58b0e,approved,Manually approved 333 production stress batch.
52,NRA_0052.png,NRA_0052.json,Token Pawn,Common,B07_VAR_02,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,46ddb87f04a621f20f69b886d01bddd4829f0008cd2ee1e0fbe2b2d1241fde19,47d0c9f34d85cfc798ab0b9e376b2ec6cc6e3add24d1be88a0c88b7ca32156b2,fcb8ad84f1e23c954678d6f2238e2ca9c829dc9b5211cc8117de23d8e68e92b3,approved,Manually approved 333 production stress batch.
53,NRA_0053.png,NRA_0053.json,Lucky 8 Gas & Motel,Common,B03_VAR_04,,DMG_FOLD_02,,,STAMP_ROOM_PAID,NOTE_ROOM_8,OVERLAY_FILM_GRAIN_01,,3af4b47fff2d6702c2a77360c1f889cdaa115def957e7969a5a5549f9689ab5a,4d3d7cfd813b5331fb9f941f9a136cc21b8384be2ca8bb301fc4a10efafc94a7,c0c5397bbde4d147e96d58ecff93d04982dcb51862d8893bf2fe96cb64d91a0d,approved,Manually approved 333 production stress batch.
54,NRA_0054.png,NRA_0054.json,Night Owl Video,Common,B05_VAR_03,,DMG_FOLD_02,,,STAMP_NO_REFUNDS,NOTE_RETURNED_EMPTY,OVERLAY_DUST_01,,ae4b1a605b4a292645798139b2f5e3af41b88224c9dec8cb0154037479131782,2906ebf5e7b50b9c212c7822194d5d86e3f3160032cf96c9d6cd0d08bfeaa245,06655ee29265396421f2268485f477713282bb996641dbac13587ac388a5a2e2,approved,Manually approved 333 production stress batch.
