token_id,image_filename,series,rarity,base_template,material_pattern,damage,prop_1,prop_2,stamp,handwritten,overlay,legendary_accent,special_feature,feature_variant,source_seed,combination_fingerprint
11,NRA_0011.png,Token Pawn,Common,B06_VAR_09,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,11f401c7f2bf99a2133e05da68d602d3c1b0caace8e6f791d3546857bfab1fb1
12,NRA_0012.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,192f6d38edeb970c23b8650c9d47b521f9acf552aa44edbb548ea5a0ae61d9ae
13,NRA_0013.png,Token Pawn,Common,B05_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,730206e5171762272cb49b33e39f741e1ccd17b6edfb48796a27e0bac0155cff
14,NRA_0014.png,Token Pawn,Common,B03_VAR_04,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,849ecc35f05a4e7df25e5bc3dbc7451baf554eb65c962b493efd57b6022b0c52
15,NRA_0015.png,Token Pawn,Common,B05_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,0085ed989c20101f9969a8a33cc5045fbb110d652d427f1dd249409dd8019a6c
16,NRA_0016.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,549f1f279087a0a5e72efb456021af184a6a3ce0fe85d3129fe22dc15c243eb5
17,NRA_0017.png,Token Pawn,Common,B03_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_02,,,,19770821,3d7c9e3eddc8f7d8c2d6919323d432a03399ff1e0b749c780f7f278b05aa6bbd
18,NRA_0018.png,Token Pawn,Common,B06_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,cd023c0ecb7fa3ed9f30580f2c534e2ccfe603286e396d18faedb5f67c324304
19,NRA_0019.png,Token Pawn,Common,B02_VAR_06,,DMG_DUST_SPECKS_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,984d88c72baec8efeade7f8c1a9c0dca6618081e264243f9a7d95d2992304708
20,NRA_0020.png,Token Pawn,Common,B05_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,da4c096bcaddd2ccc5a8057bc0d8ada29f3eba6de707884dd2aba9da977bbca2
21,NRA_0021.png,Token Pawn,Common,B06_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,b9beeb9ebb5798e8068a0b4dc1be49c60935ab695222adca275060ed05f96e48
22,NRA_0022.png,Token Pawn,Common,B03_VAR_01,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,5674bdf2ad9839f17e02dbf68bd64e509308d3c92c4e0843febdee48d66194df
23,NRA_0023.png,Token Pawn,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,eaabbb73e5a144d448b74df24901aa01ff40f9f3541273bcbe6d81de88cce6d4
24,NRA_0024.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,,,19770821,9f2ec69f4b0464c031169cadb4f9190c2920418ce58f3d8affc3857bee95d56e
25,NRA_0025.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,4a9193f6020e35464165aa91e22b1bc99d224dc1f6050362ed61621c5e27390d
26,NRA_0026.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,3f70db7f81f881186c5a59cf6ecbcd0f17d1050e875c8262477c8b79d3b36b96
27,NRA_0027.png,Token Pawn,Common,B03_VAR_04,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_HOLD_TAG,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,0e1cb1a787c2e91a565ff42f873508b9e66c37deb1c996512ae4e5552a697080
28,NRA_0028.png,Token Pawn,Common,B06_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,a669da170ad869f177061acf8160803b72b63e72d93cb52d0838da6eefe37b85
29,NRA_0029.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,233471878385441fdaa4c375c3deec740643392b898154134d53f7bdc78336f9
30,NRA_0030.png,Token Pawn,Common,B05_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,0c6a49ae5107c5b3b29187a3420a8720153d9e1edc16ab625f0d96045fe45ca3
31,NRA_0031.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,7b3aa06166b8aa93b8718c6e9bc4c83dd2f0f24a755b39143fa33bb7db8334dd
32,NRA_0032.png,Token Pawn,Common,B05_VAR_01,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,9812321436f89b36baee06c226481ea38974dbc4174ee2c5842ab3c5620a01d4
33,NRA_0033.png,Token Pawn,Common,B03_VAR_01,,DMG_FOLD_03,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,922df3cf1ae0b116d9cf7719a2d46a095a4cda9a1a1f5d2141b8acb8995e19c3
34,NRA_0034.png,Token Pawn,Common,B07_VAR_02,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,,,19770821,c7294c66b93938832a2106bd320ba13f8491ddb49671a99bf01a09bf3513d3a4
35,NRA_0035.png,Token Pawn,Common,B06_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,6abe44f2099a100f32ae128f16c9c79f94a6d17735766cff16c1917acbcf9c46
36,NRA_0036.png,Token Pawn,Common,B03_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,0c038c0adf20b62d1e41b140986ff9a503ff4613240d3be64b081b3a6cc3c907
37,NRA_0037.png,Token Pawn,Common,B06_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,c3d043be7df86eff51c6f16eb5190d09d80e3804769e3bca3f49d7703555454a
38,NRA_0038.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,b67bf13a6d2ab777e4a37a9221ce5e52c350d27f6caec33dd86c93aa8acfc2ae
39,NRA_0039.png,Token Pawn,Common,B03_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_02,,,,19770821,637ddb22810f3ab9c526d11fe2026fae4bfae7fcd4737c32674fb48361879b4b
40,NRA_0040.png,Token Pawn,Common,B02_VAR_08,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_DUST_01,,,,19770821,c54aac35eac76b0e15e9720755c961e4165a9f10d27ad6c85b6df40880991e4a
41,NRA_0041.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_01,,,,19770821,728b314a7cdc4c7f0e12e24975284956c3f24f28a6f72450b19b4480c31e0517
42,NRA_0042.png,Token Pawn,Common,B02_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,7c98d0060c061a5ef823d5735873e23867ed84aa1f2e82c25823e11ba76ce229
43,NRA_0043.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,9ef2bb48ccc2344ea0551481cbbb9c273cc8009bda7f9c5e1945ab86e4165c8e
44,NRA_0044.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,8d01a6841cc86c79a094f235a48610a0f9aa5192f31b42660deb3393b1097ea9
45,NRA_0045.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,6a19f27c0fedfb2b99443fd4b86b27d5946bcb631df178ad91766b3d29bf04f7
46,NRA_0046.png,Token Pawn,Common,B03_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,3ef5ddaf8f8e3a68b6535a5cdc511ad209c5a7385f02c60d8af6132eed3d2b34
47,NRA_0047.png,Token Pawn,Common,B02_VAR_06,PAT_GOLD_FLECK_01,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,69ee65c7a8b16c7df6e21a02aa9f695f6740f35f2026bcc5220ca6425bfa50eb
48,NRA_0048.png,Token Pawn,Common,B05_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,52d3bb5d39f5e7fe60c70831f18cdf09820c77fc488d3a3e1919c2253affd41e
49,NRA_0049.png,Token Pawn,Common,B06_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,f5844e9a3f6f94091d601e23a32c79f0f9c209e396b7d0c1db2d31565af9ea42
50,NRA_0050.png,Token Pawn,Common,B02_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,d3e51f8da3be92a3e4cea26ad0090c964f267b86320de6057b5d4958c9fdd086
51,NRA_0051.png,Token Pawn,Common,B06_VAR_09,,DMG_TAPE_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,f2095fcef71f203400385974cf6371f8ebf6caf81b63e81d619315f846076895
52,NRA_0052.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,67604005af13c0e2f344efcca1c836af0fe8c375eb63baa6f7dc3efa2bc75ed0
53,NRA_0053.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,5d5151676722fa321b9aa297b801ee074b1162da1bbb5ff1feef4b7981e07359
54,NRA_0054.png,Token Pawn,Common,B01_VAR_07,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,0226422f914aa434961125e3b15d5398999059676d2a0d06fa0ccdcd29a15747
55,NRA_0055.png,Token Pawn,Common,B01_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,16a7db09e06fd71db154406423169ec613cf402e1bc72c321ba52628c8cffbcd
56,NRA_0056.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,f272d48274ac007bd3608b71ccfe7bc1c7d8f4e99e5d7d626e3be03e7477cc40
57,NRA_0057.png,Token Pawn,Common,B06_VAR_09,,DMG_DUST_SPECKS_01,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,9897981c96ab961416c8f4eb011af0b47be4226225f143db11c41e1228902eea
58,NRA_0058.png,Token Pawn,Common,B05_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_FILM_GRAIN_02,,,,19770821,1ab14d82a96e1fe9cb0bd4b07f0414f4b038891cf93512ac31faa7056ebff63e
59,NRA_0059.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,82c7b5e62c4878c458c50deb73757612239d45f0fd4c5c1ab97d7b8100b19407
60,NRA_0060.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,4595cd84a30e12b523b74466ce73441b7ee31322bcaef1dd8a1246efd59bc3e7
61,NRA_0061.png,Token Pawn,Common,B05_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_HOLD_TAG,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,07a3f4f6c7a6b85dac136b619f65f77f93ef87c017d59b555bf91672e87ea98d
62,NRA_0062.png,Token Pawn,Common,B03_VAR_04,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,53c9d3d2ce5551d54ef9070944d8b7a71b5d9612239563f774caed07f96ebdff
63,NRA_0063.png,Token Pawn,Common,B02_VAR_08,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,,,19770821,7cb635c8a305c68690a63a646e5f98cda3bc7d41121bec642ffa88a279011384
64,NRA_0064.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,7636e376ba6cbf289f84f56448076531029c3d4bdb70c1af6b3174566980c31c
65,NRA_0065.png,Token Pawn,Common,B02_VAR_08,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,950cae1d042b0b32756720f6ecf47d2a4e95923b804b02b637d1ca1ed7aeb35e
66,NRA_0066.png,Token Pawn,Common,B05_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_02,,,,19770821,e8319cf34b0d717d3a554db130db1654bb6d9a2d577d36e989c7456bd1506a15
67,NRA_0067.png,Token Pawn,Common,B07_VAR_02,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,b2e49f117a55f3f220cb74f7e8d38ca4428c5a6a69566abc5673337ac61f5d58
68,NRA_0068.png,Token Pawn,Common,B05_VAR_01,PAT_GOLD_FLECK_01,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,e9621fbc0b68805a092d631aff66dc4eb9ff11be688f262f3ed3097d0333869c
69,NRA_0069.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,27a04eb5013cd7f49a5da88a0520f66814a085feb7894e8e77b5fc4aaae294f7
70,NRA_0070.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_HOLD_TAG,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,9b6930a0817a648cf56b262a3b2763532aabb3416c8a0166e4b242d5bf1e2966
71,NRA_0071.png,Token Pawn,Common,B06_VAR_05,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,e4124c6c5b06cde34bfa4463db86c7bcc171b2bc1c1a07769c9d1277ac1abb3e
72,NRA_0072.png,Token Pawn,Common,B03_VAR_04,PAT_GOLD_FLECK_01,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,e12ebfaa3eb42210840c959a1c7c9744e40d15c62eed5fe772d8d63caf955e9c
73,NRA_0073.png,Token Pawn,Common,B01_VAR_07,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,7ffce918105d71842be20dea0a0a78a7796fea92da1c196726ec457acc181417
74,NRA_0074.png,Token Pawn,Common,B01_VAR_07,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,fa954d665292d34caf818c1f9755175e6d8506e0fce12663d6f656ef34424251
75,NRA_0075.png,Token Pawn,Common,B02_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,5afed45a36aa46e4828829040be069f7449bd188641607a40294068c1492d4e6
76,NRA_0076.png,Token Pawn,Common,B03_VAR_01,,DMG_FOLD_03,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,4b4a2317df90f1985abe351a2b1a7e38f89aebd2b70467eabc241324fdd6dceb
77,NRA_0077.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,f9583089142b59636bffea71d0a4d5724d21859858276a77df9d3ccf1ad84979
78,NRA_0078.png,Token Pawn,Common,B05_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,caa891f700da8801a7894fbab4ae2750a252f0ef4c2355b20858e51bfedc8c14
79,NRA_0079.png,Token Pawn,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,44782f1e9db5dcb3559cb5cc700cb041d1f8d7c01fd334f112276e2f4743704a
80,NRA_0080.png,Token Pawn,Common,B02_VAR_06,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,2c289881a8e06dea329c690f6ecedc53d9d7d76df54fed1f7fb2a7b9b43273ed
81,NRA_0081.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,a69c225b39769bef3a2575f32ee1cd102254570852a96c374dbf3c2af6ebebad
82,NRA_0082.png,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_03,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,d16162ba89b7a53bc07a1d5e46c72f6f303a658baf4f2f6ecb8eb616613ff165
83,NRA_0083.png,Token Pawn,Common,B06_VAR_03,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,f950d8588f4fa85fc753ad4486d9ccc9e941b11d244f66037fa8e94a6b43ef74
84,NRA_0084.png,Token Pawn,Common,B07_VAR_02,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,,,19770821,8f990ed86e480aa6ece7727d0a0cccc1e5b7c262d689472341846b8bee2bea26
85,NRA_0085.png,Token Pawn,Common,B06_VAR_05,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,6ee0cf71d1766bb476854f08202df43b2489c02e345c976ab9a33a1098d267e8
86,NRA_0086.png,Token Pawn,Common,B01_VAR_07,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,878a4f34e3d907df63692ae52fcc72c54e35fc96b59f993ba07c21b6b5acb746
87,NRA_0087.png,Token Pawn,Common,B06_VAR_08,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,be062be8fd2f391de411b558b3c09d5b64f3f3d80323fe9b2af7e9e46bfde8aa
88,NRA_0088.png,Token Pawn,Common,B01_VAR_07,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,4169783c1a95dec17f92640969e46a0851b787ad2452ea0d3295af25c4a23e46
89,NRA_0089.png,Token Pawn,Common,B06_VAR_09,PAT_GOLD_FLECK_01,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,881ba240a992aa423972d7d3fc85500793da680fb2df671d320268ccf045e40c
90,NRA_0090.png,Token Pawn,Common,B06_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,,,19770821,012f227484f3f375065c3586cf12b93a9867cdfa46f81e0e541b28ae05d8e411
91,NRA_0091.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_SCAN_NOISE_02,,,,19770821,39fb794a215636a69a5843e75e5bbda5d208e15b60882c38c05d68bf99433b02
92,NRA_0092.png,Token Pawn,Common,B07_VAR_02,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_DUST_01,,,,19770821,7ac1e4d9f017ab00ea7e16ef676fd9c4460dd4ea0970512755f5ef2ff8d1e4d6
93,NRA_0093.png,Token Pawn,Common,B03_VAR_04,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,d57f1368aa10cff05d4ba6af72505654423ad4f46ec94512f150393f30923fa1
94,NRA_0094.png,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,4bedbe501f9456ce6d3238176515ef1d7f25328f43d1866127abf71845b850aa
